Company_ID,Company_Name,Ticker,Sector,Year,Year_Ahead,Projected_Revenue,Projected_EBITDA,Projected_FCF,Projected_EPS,Revenue_Growth_Rate,EPS_Growth_Rate,EBITDA_Margin,Net_Margin,ROE,ROCE
1,Hdfcbank Ltd,HDFCBANK,Banking,FY26,1,18515.65898771655,2783.0373255310487,3626.2251247891127,53.13767423119096,11.654454336799974,11.864230279411508,15.03072252182512,17.11186294461052,25.32021654880904,17.470085101936462
1,Hdfcbank Ltd,HDFCBANK,Banking,FY27,2,20575.178629940077,3092.5980082361525,4087.052445517648,59.89050705403715,11.388472179041802,12.285413677696038,15.03072252182512,17.11186294461052,24.054205721368586,16.59658084683964
1,Hdfcbank Ltd,HDFCBANK,Banking,FY28,3,21880.02617889392,3288.7260226522408,4440.172460499792,65.06502757466414,9.68020135218553,11.056872309926435,15.03072252182512,17.11186294461052,22.85149543530016,15.766751804497657
1,Hdfcbank Ltd,HDFCBANK,Banking,FY29,4,22752.252516989778,3419.8279432937056,4737.652280574398,69.42421246404605,8.228171149357701,9.951185078933793,15.03072252182512,17.11186294461052,21.708920663535146,14.978414214272773
1,Hdfcbank Ltd,HDFCBANK,Banking,FY30,5,23251.936793681714,3494.9341004084595,4977.607014643659,72.94044106277265,6.993945476954046,8.956066571040413,15.03072252182512,17.11186294461052,20.62347463035839,14.229493503559134
2,Icicibank Ltd,ICICIBANK,Banking,FY26,1,19224.802366532615,3818.0254625535285,1495.449411629057,86.12673358414226,13.244011317947876,26.706538039677895,19.85989447257006,14.92754967554154,34.261531360985344,17.60451570276918
2,Icicibank Ltd,ICICIBANK,Banking,FY27,2,20954.93740164824,4161.628454760455,1410.7779775839174,81.25029043234817,11.101485097510876,9.330915617439295,19.85989447257006,14.92754967554154,32.54845479293608,16.72428991763072
2,Icicibank Ltd,ICICIBANK,Banking,FY28,3,22250.019443145105,4418.830381534938,1503.2610137108122,86.57662360792298,9.436262332884244,8.397824055695366,19.85989447257006,14.92754967554154,30.921032053289274,15.888075421749186
2,Icicibank Ltd,ICICIBANK,Banking,FY29,4,23114.07756554143,4590.431412824518,1579.5895293336291,90.97257687708648,8.020822982951607,7.55804165012583,19.85989447257006,14.92754967554154,29.374980450624808,15.093671650661724
2,Icicibank Ltd,ICICIBANK,Banking,FY30,5,23608.19275694793,4688.562168410787,1640.1155910364137,94.4584266494933,6.817699535508866,6.802237485113246,19.85989447257006,14.92754967554154,27.906231428093566,14.338988068128637
3,Sbin Ltd,SBIN,Banking,FY26,1,10446.16723477141,2615.3900936270393,1445.2454839486843,148.96413637063492,19.258358523043825,13.339609523994309,25.03683920473125,9.145021764293224,29.90921988812157,13.163804872777735
3,Sbin Ltd,SBIN,Banking,FY27,2,11732.513586409386,2937.4505613025663,1638.1294397878917,168.84504395377837,15.734132177303795,13.342856386692006,25.03683920473125,9.145021764293224,28.41375889371549,12.505614629138847
3,Sbin Ltd,SBIN,Banking,FY28,3,12764.643709130969,3195.863320511964,1791.899612893271,184.69442130220065,13.374012350708226,12.008570748022807,25.03683920473125,9.145021764293224,26.993070949029715,11.880333897681906
3,Sbin Ltd,SBIN,Banking,FY29,4,13474.368880023048,3373.556070343718,1922.3828575980097,198.1435716881774,11.36791049810199,10.807713673220526,25.03683920473125,9.145021764293224,25.643417401578226,11.28631720279781
3,Sbin Ltd,SBIN,Banking,FY30,5,13891.95259615392,3478.105833896546,2028.2724638119744,209.05781007568856,9.662723923386691,9.726942305898474,25.03683920473125,9.145021764293224,24.361246531499315,10.722001342657919
4,Kotakbank Ltd,KOTAKBANK,Banking,FY26,1,15503.117128407632,3919.5935151865438,1139.2961769501235,80.55401734014877,18.569496270527456,15.623117132099305,25.282615636079736,12.511167081825104,32.4091665208915,16.980630069476785
4,Kotakbank Ltd,KOTAKBANK,Banking,FY27,2,16562.780530960605,4187.504140290216,1289.6593471259546,91.1854559973803,12.549506971756172,14.404082318746989,25.282615636079736,12.511167081825104,30.788708194846926,16.131598566002946
4,Kotakbank Ltd,KOTAKBANK,Banking,FY28,3,17721.53828979073,4480.468410608489,1420.3925768967742,100.42895832008958,10.667080925992746,12.96367408687229,25.282615636079736,12.511167081825104,29.24927278510458,15.325018637702797
4,Kotakbank Ltd,KOTAKBANK,Banking,FY29,4,18502.048836754126,4677.801892196308,1532.1318200714159,108.32948946762738,9.067018787093833,11.667306678185062,25.282615636079736,12.511167081825104,27.78680914584935,14.558767705817656
4,Kotakbank Ltd,KOTAKBANK,Banking,FY30,5,18952.43495550577,4791.671283478544,1623.3593845133748,114.77974090938115,7.706965969029758,10.500576010366556,25.282615636079736,12.511167081825104,26.39746868855688,13.830829320526773
5,Axisbank Ltd,AXISBANK,Banking,FY26,1,18814.709208124812,6570.423148855863,2089.307044777167,92.61956654861477,11.280856506720818,9.57944137638668,34.92173637219191,18.46786889010704,44.928633722110526,29.44473946004286
5,Axisbank Ltd,AXISBANK,Banking,FY27,2,21365.240503331766,7461.112963858287,2596.937357150639,115.12296049279371,12.41269701803616,16.70625781530577,34.92173637219191,18.46786889010704,42.682202036004995,27.972502487040718
5,Axisbank Ltd,AXISBANK,Banking,FY28,3,22843.49922793491,7977.346578563123,2902.487348334201,128.66807719217903,10.550792465330735,15.035632033775192,34.92173637219191,18.46786889010704,40.54809193420475,26.57387736268868
5,Axisbank Ltd,AXISBANK,Banking,FY29,4,23838.325082378055,8324.757040814164,3167.7244290012827,140.42611127597505,8.968173595531125,13.532068830397675,34.92173637219191,18.46786889010704,38.52068733749451,25.245183494554244
5,Axisbank Ltd,AXISBANK,Banking,FY30,5,24411.89323984324,8525.057000678995,3387.102469123993,150.15120124647152,7.622947556201456,12.178861947357907,34.92173637219191,18.46786889010704,36.594652970619784,23.98292431982653
6,Indusind Ltd,INDUSIND,Banking,FY26,1,30666.666406514883,4405.355412609162,2757.864042701765,196.35295328815698,10.223810149373785,26.036998212110717,14.365289510806692,18.424871357442484,30.37016294740935,37.45973492031504
6,Indusind Ltd,INDUSIND,Banking,FY27,2,36512.65016694934,5245.147904550316,2660.3378250147334,189.40933294670162,14.558179459460243,10.263302016061706,14.365289510806692,18.424871357442484,28.851654800038883,35.58674817429929
6,Indusind Ltd,INDUSIND,Banking,FY28,3,39481.52475083382,5671.635333738079,2852.2248456504394,203.07120409629434,12.374452540541208,9.236971814455536,14.365289510806692,18.424871357442484,27.409072060036937,33.80741076558432
6,Indusind Ltd,INDUSIND,Banking,FY29,4,41507.60662842809,5962.687861180483,3011.6295206601167,214.42041428992889,10.518284659460026,8.313274633009984,14.365289510806692,18.424871357442484,26.03861845703509,32.117040227305104
6,Indusind Ltd,INDUSIND,Banking,FY30,5,42691.24369379475,6132.720752377621,3138.718949914455,223.46886061629272,8.94054196054102,7.481947169708985,14.365289510806692,18.424871357442484,24.736687534183336,30.51118821593985
7,Bandhanbnk Ltd,BANDHANBNK,Banking,FY26,1,29764.448120475397,8219.159056169721,1965.8536339712186,38.65662200802008,19.121192238757278,10.628181379145657,27.614014622080767,18.8490289455376,24.62492655883668,48.11313691348368
7,Bandhanbnk Ltd,BANDHANBNK,Banking,FY27,2,31882.566904807936,8804.056686988348,2621.7012501861263,51.5532349382846,12.959363965360005,21.464368694841404,27.614014622080767,18.8490289455376,23.393680230894844,45.70748006780949
7,Bandhanbnk Ltd,BANDHANBNK,Banking,FY28,3,34186.857680181674,9440.36387863531,3018.5790778857045,59.35745591568995,11.015459370556004,19.317931825357267,27.614014622080767,18.8490289455376,22.223996219350102,43.42210606441902
